Subject,Session/Partition,Localizer,EVEN_S-N
124_KAN_parametric_08_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/124_KAN_parametric_08_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/124_KAN_parametric_08_PL2017/firstlevel_SuperLocSN/con_0012.nii
124_KAN_action_10_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/124_KAN_action_10_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/124_KAN_action_10_PL2017/firstlevel_SuperLocSN/con_0012.nii
124_KAN_evDB_20131202_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/124_KAN_evDB_20131202_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/124_KAN_evDB_20131202_PL2017/firstlevel_SuperLocSN/con_0012.nii
125_KAN_action_12_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/125_KAN_action_12_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/125_KAN_action_12_PL2017/firstlevel_SuperLocSN/con_0012.nii
126_KAN_parametric_02_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/126_KAN_parametric_02_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/126_KAN_parametric_02_PL2017/firstlevel_SuperLocSN/con_0012.nii
126_KAN_parametric_13_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/126_KAN_parametric_13_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/126_KAN_parametric_13_PL2017/firstlevel_SuperLocSN/con_0012.nii
127_KAN_parametric_03_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/127_KAN_parametric_03_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/127_KAN_parametric_03_PL2017/firstlevel_SuperLocSN/con_0012.nii
128_KAN_stories_16_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/128_KAN_stories_16_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/128_KAN_stories_16_PL2017/firstlevel_SuperLocSN/con_0012.nii
128_KAN_random_01_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/128_KAN_random_01_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/128_KAN_random_01_PL2017/firstlevel_SuperLocSN/con_0012.nii
129_KAN_adapt_15_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/129_KAN_adapt_15_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/129_KAN_adapt_15_PL2017/firstlevel_SuperLocSN/con_0012.nii
129_KAN_prod_08_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/129_KAN_prod_08_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/129_KAN_prod_08_PL2017/firstlevel_SuperLocSN/con_0012.nii
132_KAN_parametric_16_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/132_KAN_parametric_16_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/132_KAN_parametric_16_PL2017/firstlevel_SuperLocSN/con_0012.nii
133_KAN_adapt_01_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/133_KAN_adapt_01_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/133_KAN_adapt_01_PL2017/firstlevel_SuperLocSN/con_0012.nii
134_KAN_adapt_02_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/134_KAN_adapt_02_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/134_KAN_adapt_02_PL2017/firstlevel_SuperLocSN/con_0012.nii
135_KAN_adapt_04_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/135_KAN_adapt_04_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/135_KAN_adapt_04_PL2017/firstlevel_SuperLocSN/con_0012.nii
136_KAN_adapt_05_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/136_KAN_adapt_05_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/136_KAN_adapt_05_PL2017/firstlevel_SuperLocSN/con_0012.nii
136_KAN_freqamb_07_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/136_KAN_freqamb_07_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/136_KAN_freqamb_07_PL2017/firstlevel_SuperLocSN/con_0012.nii
137_KAN_adapt_06_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/137_KAN_adapt_06_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/137_KAN_adapt_06_PL2017/firstlevel_SuperLocSN/con_0012.nii
138_KAN_langsens_02_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/138_KAN_langsens_02_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/138_KAN_langsens_02_PL2017/firstlevel_SuperLocSN/con_0012.nii
138_KAN_adapt_07_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/138_KAN_adapt_07_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/138_KAN_adapt_07_PL2017/firstlevel_SuperLocSN/con_0012.nii
139_KAN_adapt_08_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/139_KAN_adapt_08_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/139_KAN_adapt_08_PL2017/firstlevel_SuperLocSN/con_0012.nii
140_KAN_prod_01_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/140_KAN_prod_01_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/140_KAN_prod_01_PL2017/firstlevel_SuperLocSN/con_0012.nii
141_KAN_adapt_10_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/141_KAN_adapt_10_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/141_KAN_adapt_10_PL2017/firstlevel_SuperLocSN/con_0012.nii
142_KAN_parametric_04_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/142_KAN_parametric_04_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/142_KAN_parametric_04_PL2017/firstlevel_SuperLocSN/con_0012.nii
142_KAN_freqamb_01_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/142_KAN_freqamb_01_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/142_KAN_freqamb_01_PL2017/firstlevel_SuperLocSN/con_0012.nii
143_KAN_adapt_11_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/143_KAN_adapt_11_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/143_KAN_adapt_11_PL2017/firstlevel_SuperLocSN/con_0012.nii
144_KAN_adapt_12_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/144_KAN_adapt_12_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/144_KAN_adapt_12_PL2017/firstlevel_SuperLocSN/con_0012.nii
146_KAN_random_02_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/146_KAN_random_02_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/146_KAN_random_02_PL2017/firstlevel_SuperLocSN/con_0012.nii
147_KAN_prod_04_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/147_KAN_prod_04_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/147_KAN_prod_04_PL2017/firstlevel_SuperLocSN/con_0012.nii
148_KAN_adapt_13_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/148_KAN_adapt_13_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/148_KAN_adapt_13_PL2017/firstlevel_SuperLocSN/con_0012.nii
148_KAN_freqamb_05_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/148_KAN_freqamb_05_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/148_KAN_freqamb_05_PL2017/firstlevel_SuperLocSN/con_0012.nii
150_KAN_stories_12_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/150_KAN_stories_12_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/150_KAN_stories_12_PL2017/firstlevel_SuperLocSN/con_0012.nii
151_KAN_parametric_06_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/151_KAN_parametric_06_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/151_KAN_parametric_06_PL2017/firstlevel_SuperLocSN/con_0012.nii
154_KAN_freqamb_03_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/154_KAN_freqamb_03_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/154_KAN_freqamb_03_PL2017/firstlevel_SuperLocSN/con_0012.nii
155_KAN_events2_03_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/155_KAN_events2_03_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/155_KAN_events2_03_PL2017/firstlevel_SuperLocSN/con_0012.nii
155_KAN_prod_05_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/155_KAN_prod_05_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/155_KAN_prod_05_PL2017/firstlevel_SuperLocSN/con_0012.nii
156_KAN_prod_06_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/156_KAN_prod_06_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/156_KAN_prod_06_PL2017/firstlevel_SuperLocSN/con_0012.nii
158_KAN_locmvpa_01_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/158_KAN_locmvpa_01_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/158_KAN_locmvpa_01_PL2017/firstlevel_SuperLocSN/con_0012.nii
159_KAN_freqamb_06_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/159_KAN_freqamb_06_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/159_KAN_freqamb_06_PL2017/firstlevel_SuperLocSN/con_0012.nii
160_KAN_locmvpa_02_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/160_KAN_locmvpa_02_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/160_KAN_locmvpa_02_PL2017/firstlevel_SuperLocSN/con_0012.nii
161_KAN_parametric_09_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/161_KAN_parametric_09_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/161_KAN_parametric_09_PL2017/firstlevel_SuperLocSN/con_0012.nii
162_KAN_locmvpa_03_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/162_KAN_locmvpa_03_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/162_KAN_locmvpa_03_PL2017/firstlevel_SuperLocSN/con_0012.nii
163_KAN_locmvpa_04_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/163_KAN_locmvpa_04_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/163_KAN_locmvpa_04_PL2017/firstlevel_SuperLocSN/con_0012.nii
164_KAN_locmvpa_06_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/164_KAN_locmvpa_06_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/164_KAN_locmvpa_06_PL2017/firstlevel_SuperLocSN/con_0012.nii
165_KAN_prod_07_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/165_KAN_prod_07_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/165_KAN_prod_07_PL2017/firstlevel_SuperLocSN/con_0012.nii
166_KAN_locmvpa_07_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/166_KAN_locmvpa_07_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/166_KAN_locmvpa_07_PL2017/firstlevel_SuperLocSN/con_0012.nii
167_KAN_parametric_10_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/167_KAN_parametric_10_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/167_KAN_parametric_10_PL2017/firstlevel_SuperLocSN/con_0012.nii
168_KAN_parametric_11_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/168_KAN_parametric_11_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/168_KAN_parametric_11_PL2017/firstlevel_SuperLocSN/con_0012.nii
169_KAN_parametric_12_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/169_KAN_parametric_12_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/169_KAN_parametric_12_PL2017/firstlevel_SuperLocSN/con_0012.nii
170_KAN_locmvpa_08_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/170_KAN_locmvpa_08_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/170_KAN_locmvpa_08_PL2017/firstlevel_SuperLocSN/con_0012.nii
171_KAN_parametric_14_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/171_KAN_parametric_14_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/171_KAN_parametric_14_PL2017/firstlevel_SuperLocSN/con_0012.nii
172_KAN_locmvpa_09_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/172_KAN_locmvpa_09_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/172_KAN_locmvpa_09_PL2017/firstlevel_SuperLocSN/con_0012.nii
173_KAN_locmvpa_10_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/173_KAN_locmvpa_10_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/173_KAN_locmvpa_10_PL2017/firstlevel_SuperLocSN/con_0012.nii
174_KAN_locmvpa_11_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/174_KAN_locmvpa_11_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/174_KAN_locmvpa_11_PL2017/firstlevel_SuperLocSN/con_0012.nii
175_KAN_stories_15_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/175_KAN_stories_15_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/175_KAN_stories_15_PL2017/firstlevel_SuperLocSN/con_0012.nii
175_KAN_RHnonlit_12_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/175_KAN_RHnonlit_12_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/175_KAN_RHnonlit_12_PL2017/firstlevel_SuperLocSN/con_0012.nii
176_KAN_stories_17_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/176_KAN_stories_17_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/176_KAN_stories_17_PL2017/firstlevel_SuperLocSN/con_0012.nii
177_KAN_stories_18_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/177_KAN_stories_18_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/177_KAN_stories_18_PL2017/firstlevel_SuperLocSN/con_0012.nii
178_KAN_parametric_15_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/178_KAN_parametric_15_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/178_KAN_parametric_15_PL2017/firstlevel_SuperLocSN/con_0012.nii
179_KAN_locmvpa_13_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/179_KAN_locmvpa_13_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/179_KAN_locmvpa_13_PL2017/firstlevel_SuperLocSN/con_0012.nii
180_KAN_events2_02_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/180_KAN_events2_02_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/180_KAN_events2_02_PL2017/firstlevel_SuperLocSN/con_0012.nii
183_KAN_polyglot_04b_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/183_KAN_polyglot_04b_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/183_KAN_polyglot_04b_PL2017/firstlevel_SuperLocSN/con_0012.nii
184_KAN_locmvpa_12_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/184_KAN_locmvpa_12_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/184_KAN_locmvpa_12_PL2017/firstlevel_SuperLocSN/con_0012.nii
190_KAN_parametric_17_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/190_KAN_parametric_17_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/190_KAN_parametric_17_PL2017/firstlevel_SuperLocSN/con_0012.nii
214_KAN_prodsemphon_11_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/214_KAN_prodsemphon_11_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/214_KAN_prodsemphon_11_PL2017/firstlevel_SuperLocSN/con_0012.nii
238_KAN_prodsemphon_17_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/238_KAN_prodsemphon_17_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/238_KAN_prodsemphon_17_PL2017/firstlevel_SuperLocSN/con_0012.nii
249_FED_20161108d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/249_FED_20161108d_3T2_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/249_FED_20161108d_3T2_PL2017/firstlevel_SuperLocSN/con_0012.nii
417_FED_20161104c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/417_FED_20161104c_3T2_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/417_FED_20161104c_3T2_PL2017/firstlevel_SuperLocSN/con_0012.nii
426_FED_20161107c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/426_FED_20161107c_3T2_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/426_FED_20161107c_3T2_PL2017/firstlevel_SuperLocSN/con_0012.nii
476_FED_20161103b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/476_FED_20161103b_3T2_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/476_FED_20161103b_3T2_PL2017/firstlevel_SuperLocSN/con_0012.nii
483_FED_20161107d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/483_FED_20161107d_3T2_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/483_FED_20161107d_3T2_PL2017/firstlevel_SuperLocSN/con_0012.nii
485_FED_20161108c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/485_FED_20161108c_3T2_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/485_FED_20161108c_3T2_PL2017/firstlevel_SuperLocSN/con_0012.nii
486_FED_20161108e_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/486_FED_20161108e_3T2_PL2017/firstlevel_SuperLocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/486_FED_20161108e_3T2_PL2017/firstlevel_SuperLocSN/con_0012.nii
072_KAN_prod_02_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/072_KAN_prod_02_PL2017/firstlevel_SuperLocSWN/locT_0016_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/072_KAN_prod_02_PL2017/firstlevel_SuperLocSWN/con_0017.nii
072_KAN_syntshapes_11_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/072_KAN_syntshapes_11_PL2017/firstlevel_SuperLocSWN/locT_0016_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/072_KAN_syntshapes_11_PL2017/firstlevel_SuperLocSWN/con_0017.nii
112_KAN_stories_06_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/112_KAN_stories_06_PL2017/firstlevel_SuperLocSWN/locT_0016_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/112_KAN_stories_06_PL2017/firstlevel_SuperLocSWN/con_0017.nii
